_id,Date,Rain,Temp Max,Temp Min
532,15-06-1952,,32.24000168,23.81999969
533,16-06-1952,,31.45999908,24.19000053
534,17-06-1952,,32.40999985,25.67000008
535,18-06-1952,,33.43000031,24.62999916
536,19-06-1952,,33.08000183,24.60000038
537,20-06-1952,,31.02000046,23.89999962
538,21-06-1952,,30.63999939,24.01000023
539,22-06-1952,,29.59000015,23.03000069
540,23-06-1952,,27.62999916,23.35000038
541,24-06-1952,,29.06999969,23.44000053
542,25-06-1952,,28.27000046,24.68000031
543,26-06-1952,,29.77000046,24.12999916
544,27-06-1952,,29.07999992,24.81999969
545,28-06-1952,,29.73999977,24.43000031
546,29-06-1952,,30.12000084,24.22999954
547,30-06-1952,,30.53000069,24.37000084
548,01-07-1952,,30.60000038,24.45000076
549,02-07-1952,,30.89999962,24.59000015
550,03-07-1952,,30.64999962,24.95000076
551,04-07-1952,,31.27000046,24.94000053
552,05-07-1952,,30.96999931,25.20999908
553,06-07-1952,,31.43000031,25.71999931
554,07-07-1952,,31.51000023,24.46999931
555,08-07-1952,,29.59000015,23.37000084
556,09-07-1952,,29.53000069,23.90999985
557,10-07-1952,,30.76000023,24
558,11-07-1952,,31.13999939,24.71999931
559,12-07-1952,,31.53000069,24.48999977
560,13-07-1952,,31.45999908,24.56999969
561,14-07-1952,,31.53000069,24.20000076
562,15-07-1952,,30.09000015,23.04999924
563,16-07-1952,,28.93000031,22.93000031
564,17-07-1952,,29.75,23.61000061
565,18-07-1952,,27.57999992,23.19000053
566,19-07-1952,,26.96999931,23.35000038
567,20-07-1952,,27.84000015,23.44000053
568,21-07-1952,,28.70999908,23.48999977
569,22-07-1952,,27.47999954,23.19000053
570,23-07-1952,,28.93000031,24.25
571,24-07-1952,,28.42000008,23.29000092
572,25-07-1952,,26.95999908,22.62999916
573,26-07-1952,,26.11000061,23.51000023
574,27-07-1952,,27.85000038,23.56999969
575,28-07-1952,,27.53000069,23.81999969
576,29-07-1952,,27.70999908,23.32999992
577,30-07-1952,,26.37000084,23.62000084
578,31-07-1952,,26.27000046,23.26000023
579,01-08-1952,,26.88999939,23.38999939
580,02-08-1952,,27.21999931,23.12999916
581,03-08-1952,,27.53000069,23.35000038
582,04-08-1952,,26.79999924,22.55999947
583,05-08-1952,,25.87999916,22.26000023
584,06-08-1952,,28.12000084,23.10000038
585,07-08-1952,,27.79999924,23.70000076
586,08-08-1952,,26.27000046,23.11000061
587,09-08-1952,,28.15999985,23.44000053
588,10-08-1952,,27.79000092,23.38999939
589,11-08-1952,,28.14999962,22.89999962
590,12-08-1952,,28.25,23.42000008
591,13-08-1952,,27.79000092,23.05999947
592,14-08-1952,,28.26000023,23.11000061
593,15-08-1952,,28.40999985,23.31999969
594,16-08-1952,,28.80999947,22.96999931
595,17-08-1952,,28.95999908,22.95999908
